Invoice ID,Receipt ID,Invoice ID/ Name (From Priority),Invoice Issue Date,Invoice/ Receivable files,Differnce between Shipping & Invoice (ILS),Order,Shipping (Lookup),Shipping,Shipment number (Buyer's ref.),Shipping Amount,Commission from Buyer (Eur/ $),VAT Amount ₪,"Grand total, before VAT ₪",Invoice Total Amount (After VAT) ₪,Exchange Rate (EU Central Bank),Received amount ₪,Buyer Company,Supplier,Status,Invoice type,Invoice description,Invoice company (Issuer),First Created,Order line (Order Line)
"SI246000043,",,SI246000043,11/3/2024,קובץ חשבוניות-76.pdf,64279.579999999994,Order: 000462-MTL [505041],,,24063,60410.88,906.1632,562.12,3306.58,3868.7,4,3868.7,Middle Trade ltd.,"Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000044 מבוטלת,",RC249000018,SI246000044 מבוטלת,11/3/2024,קובץ חשבוניות-77.pdf,447027.49,Order: 000337-SHF [115092],"10  - Order: 000337-SHF [115092],Poyraz, Turkey | 10  - Order: 000337-SHF [115092],Poyraz, Turkey",,28776 ,404611.2,8092.224,6163.05,36253.24,42416.29,3.836,42416.29,Shufersal,"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"246000031S,",,246000031S,3/3/2024,חשבונית 246000031.pdf,3825.95,,,,246000031S,,0.000,555.91,3270.04,3825.95,,,Shufersal,"Ardo, Belgium",New,Commision invoice,,Foodz.ex,"By Operation Manager on 14 Jan, 2025 at 9:33 AM",
"246000031S, 20  - Order: 000436-SHF [114819],Ardo, Belgium",,246000031S,3/3/2024,חשבונית 246000031.pdf,3825.95,Order: 000436-SHF [114819],"10  - Order: 000436-SHF [114819],Ardo, Belgium | 20  - Order: 000436-SHF [114819],Ardo, Belgium","20  - Order: 000436-SHF [114819],Ardo, Belgium",,,0.000,555.91,3270.14,3825.95,,0,Shufersal,"Ardo, Belgium",New,Commision invoice,,Foodz.ex,"By Operation Manager on 14 Jan, 2025 at 9:43 AM",
"SI246000019, 10  - Order: 000337-SHF [115092],Poyraz, Turkey",,SI246000019,3/3/2024,קובץ חשבוניות-52.pdf,447027.4,Order: 000337-SHF [115092],"10  - Order: 000337-SHF [115092],Poyraz, Turkey | 10  - Order: 000337-SHF [115092],Poyraz, Turkey","10  - Order: 000337-SHF [115092],Poyraz, Turkey",28776 ,404611.2,8092.224,6163.04,36253.16,42416.2,,42416.2,Shufersal,"Poyraz, Turkey",New,Commision invoice,חש' מבוטלת. יצא זיכוי CR247000011,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000020, 10  - Order: 000337-SHF [115092],Poyraz, Turkey",RC249000012,SI246000020,3/3/2024,קובץ חשבוניות-53.pdf,447027.4,Order: 000337-SHF [115092],"10  - Order: 000337-SHF [115092],Poyraz, Turkey | 10  - Order: 000337-SHF [115092],Poyraz, Turkey","10  - Order: 000337-SHF [115092],Poyraz, Turkey",28715,404611.2,8092.224,6163.04,36253.16,42416.2,3.836,42416.2,Shufersal,"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000021,",RC249000012,SI246000021,3/3/2024,קובץ חשבוניות-54.pdf,5331.280000000001,Order: 000400-SHF [114619],"20, 10  - Order: 000400-SHF [114619],Balconi, Italy",,,1091.22,32.736599999999996,616.08,3623.98,4240.06,3.836,4240.06,Shufersal,"Balconi, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000022,",RC249000012,SI246000022,3/3/2024,קובץ חשבוניות-55.pdf,119880.29000000001,Order: 000394-SHF [114863],,,,105492.72,3164.7816000000003,2090.5,12297.07,14387.57,3.836,14387.57,Shufersal,"Icam, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000023,",RC249000012,SI246000023,3/3/2024,קובץ חשבוניות-56.pdf,104529.02,Order: 000397-SHF [114792],,,,90180,3156.3,2084.9,12264.12,14349.02,3.836,14349.02,Shufersal,"Ciemme, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000024, 10, 20, 30  - Order: 000332-SHF [114745],Pastificio Mennucci S.P.A, Italy",RC249000012,SI246000024,3/3/2024,קובץ חשבוניות-57.pdf,26144.19,Order: 000332-SHF [114745],"10, 20, 30  - Order: 000332-SHF [114745],Pastificio Mennucci S.P.A, Italy","10, 20, 30  - Order: 000332-SHF [114745],Pastificio Mennucci S.P.A, Italy",,23006.48,690.1944,455.91,2681.8,3137.71,3.8856,3137.71,Shufersal,"Pastificio Mennucci S.P.A, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000025,",,SI246000025,3/3/2024,קובץ חשבוניות-58.pdf,53062.01,"Order: 000388-SHF [114843], Order: 000390-SHF [114751]","10, 20, 30  - Order: 000390-SHF [114751],Pastificio Mennucci S.P.A, Italy",,28790 ,46693.71,1400.8113,925.31,5442.99,6368.3,4,6368.3,Shufersal,"Pastificio Mennucci S.P.A, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000026, 10  - Order: 000438-SHF [114699],La Doria, Italy",RC249000012,SI246000026,3/3/2024,38603b78569F5935CC34E85B15F274FA320840C.pdf,22904.12,Order: 000438-SHF [114699],"10  - Order: 000438-SHF [114699],La Doria, Italy | 20  - Order: 000438-SHF [114699],La Doria, Italy | 30  - Order: 000438-SHF [114699],La Doria, Italy | 40  - Order: 000438-SHF [114699],La Doria, Italy | 50  - Order: 000438-SHF [114699],La Doria, Italy | 60  - Order: 000438-SHF [114699],La Doria, Italy | 70  - Order: 000438-SHF [114699],La Doria, Italy | 80  - Order: 000438-SHF [114699],La Doria, Italy","10  - Order: 000438-SHF [114699],La Doria, Italy",28709 ,19760,691.6,456.84,2687.28,3144.12,3.8856,3144.12,Shufersal,"La Doria, Italy",Paid,Commision invoice,שימורי עגבניות,Foodz.ex,"By SmartSuite Automation on 6 Jan, 2025 at 1:40 PM",
"SI246000027,",RC249000012,SI246000027,3/3/2024,קובץ חשבוניות-60.pdf,80535.33,Order: 000327-SHF [114557],"10, 20  - Order: 000327-SHF [114557],La Doria, Italy | 30, 40  - Order: 000327-SHF [114557],La Doria, Italy | 50, 60  - Order: 000327-SHF [114557],La Doria, Italy",,28712 ,69480,2431.8,1606.33,9449,11055.33,3.836,11055.33,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000027, 10, 20  - Order: 000327-SHF [114557],La Doria, Italy",RC249000012, SI246000027,3/3/2024,חשבונית 246000027.pdf,45795.33,Order: 000327-SHF [114557],"10, 20  - Order: 000327-SHF [114557],La Doria, Italy | 30, 40  - Order: 000327-SHF [114557],La Doria, Italy | 50, 60  - Order: 000327-SHF [114557],La Doria, Italy","10, 20  - Order: 000327-SHF [114557],La Doria, Italy",28712,34740,1215.9,1606.33,9449,11055.33,3.7798,11055.33,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 8 Jan, 2025 at 9:48 AM",
"SI246000028,",,SI246000028,3/3/2024,קובץ חשבוניות-61.pdf,25868.07,Order: 000329-SHF [114696],"10  - Order: 000329-SHF [114696],Ardo, Belgium | 30  - Order: 000329-SHF [114696],Ardo, Belgium | 40  - Order: 000329-SHF [114696],Ardo, Belgium | 20  - Order: 000329-SHF [114696],Ardo, Belgium",,28706 ,22317.12,669.5136,515.95,3035,3550.95,4,3550.95,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000028, 40  - Order: 000329-SHF [114696],Ardo, Belgium",,SI246000028,3/3/2024,,28385.55,Order: 000329-SHF [114696],"10  - Order: 000329-SHF [114696],Ardo, Belgium | 30  - Order: 000329-SHF [114696],Ardo, Belgium | 40  - Order: 000329-SHF [114696],Ardo, Belgium | 20  - Order: 000329-SHF [114696],Ardo, Belgium","40  - Order: 000329-SHF [114696],Ardo, Belgium",28706 ,24834.6,745.0379999999999,515.95,3035,3550.95,4,3550.95,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By SmartSuite SCIM on 8 Jan, 2025 at 8:52 PM",
"SI246000029,",,SI246000029,3/3/2024,קובץ חשבוניות-62.pdf,20640.38,Order: 000329-SHF [114696],"10  - Order: 000329-SHF [114696],Ardo, Belgium | 30  - Order: 000329-SHF [114696],Ardo, Belgium | 40  - Order: 000329-SHF [114696],Ardo, Belgium | 20  - Order: 000329-SHF [114696],Ardo, Belgium",,28744 ,17807.04,534.2112000000001,411.68,2421.66,2833.34,4,2833.34,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000002,",RC249000005,SI246000002,5/2/2024,קובץ חשבוניות-35.pdf,55078,,,,,,0.000,8002.79,47075.21,55078,3.836,55078,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000005,",RC249000009,SI246000005,5/2/2024,קובץ חשבוניות-38.pdf,9284.87,,,,,,0.000,1349.08,7935.79,9284.87,3.836,9284.87,Shufersal,"Maas Intersales, Netherlands",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000006,",RC249000009,SI246000006,5/2/2024,קובץ חשבוניות-39.pdf,3404.54,,,,,,0.000,494.68,2909.86,3404.54,3.836,3404.54,Shufersal,"Polenghi, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000007,",RC249000009,SI246000007,5/2/2024,קובץ חשבוניות-40.pdf,1208.56,,,,,,0.000,175.6,1032.96,1208.56,3.836,1208.56,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000009,",RC249000009,SI246000009,5/2/2024,קובץ חשבוניות-42.pdf,2350.9,,,,,,0.000,341.58,2009.32,2350.9,3.836,2350.9,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000010,",RC249000009,SI246000010,5/2/2024,קובץ חשבוניות-43.pdf,3068.58,,,,,619.99,21.699650000000002,355.78,814365.32,2448.59,3.836,2448.59,Shufersal,"Ciemme, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000011,",RC249000009,SI246000011,5/2/2024,קובץ חשבוניות-44.pdf,1260235.79,Order: 000459-MMOA [1013887],,,,679.31,20.379299999999997,183012.48,1076544,1259556.48,3.836,1259556.48,Shufersal,"Maas Intersales, Netherlands",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000012,",RC249000009,SI246000012,5/2/2024,,952807.42,,,,,,0.000,138442.1,814365.32,952807.42,3.836,952807.42,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000013,",RC249000009,SI246000013,5/2/2024,קובץ חשבוניות-46.pdf,211905.5,,,,,,0.000,30789.76,181116,211905.5,3.836,211905.5,,"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000014,",RC249000009,SI246000014,5/2/2024,קובץ חשבוניות-47.pdf,185418,,,,,,0.000,26941.08,158476.5,185418,3.836,185418,,"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000160, 70  - Order: 000185-SHF [115337],Ardo, Belgium",RC249000047,SI246000160,5/2/2024,קובץ חשבוניות-193.pdf,28538.36,Order: 000185-SHF [115337],"80  - Order: 000185-SHF [115337],Ardo, Belgium | 30  - Order: 000185-SHF [115337],Ardo, Belgium | 70  - Order: 000185-SHF [115337],Ardo, Belgium | 10  - Order: 000185-SHF [115337],Ardo, Belgium | 20  - Order: 000185-SHF [115337],Ardo, Belgium | 40  - Order: 000185-SHF [115337],Ardo, Belgium | 50  - Order: 000185-SHF [115337],Ardo, Belgium | 60  - Order: 000185-SHF [115337],Ardo, Belgium","70  - Order: 000185-SHF [115337],Ardo, Belgium",,24930.59,747.9177000000001,524.21,3083.56,3607.77,3.836,3607.77,Shufersal,"Ardo, Belgium",Paid,Commision invoice, EXTRA FINE GREEN BEANS ,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000161, 10  - Order: 000170-SHF [115368],Ardo, Belgium10  - Order: 000169-SHF [115338],Ardo, Belgium10  - Order: 000185-SHF [115337],Ardo, Belgium20  - Order: 000185-SHF [115337],Ardo, Belgium40  - Order: 000185-SHF [115337],Ardo, Belgium50  - Order: 000185-SHF [115337],Ardo, Belgium60  - Order: 000185-SHF [115337],Ardo, Belgium",RC249000047,SI246000161,5/2/2024,קובץ חשבוניות-194.pdf,169629.13999999998,"Order: 000169-SHF [115338], Order: 000170-SHF [115368], Order: 000185-SHF [115337]","10  - Order: 000169-SHF [115338],Ardo, Belgium | 10  - Order: 000170-SHF [115368],Ardo, Belgium | 80  - Order: 000185-SHF [115337],Ardo, Belgium | 30  - Order: 000185-SHF [115337],Ardo, Belgium | 70  - Order: 000185-SHF [115337],Ardo, Belgium | 10  - Order: 000185-SHF [115337],Ardo, Belgium | 20  - Order: 000185-SHF [115337],Ardo, Belgium | 40  - Order: 000185-SHF [115337],Ardo, Belgium | 50  - Order: 000185-SHF [115337],Ardo, Belgium | 60  - Order: 000185-SHF [115337],Ardo, Belgium","10  - Order: 000170-SHF [115368],Ardo, Belgium, 10  - Order: 000169-SHF [115338],Ardo, Belgium, 10  - Order: 000185-SHF [115337],Ardo, Belgium, 20  - Order: 000185-SHF [115337],Ardo, Belgium, 40  - Order: 000185-SHF [115337],Ardo, Belgium, 50  - Order: 000185-SHF [115337],Ardo, Belgium, 60  - Order: 000185-SHF [115337],Ardo, Belgium",29430 ,148184.77,4445.543099999999,3115.85,18328.52,21444.37,4.1229,21444.37,Shufersal,"Ardo, Belgium",Paid,Commision invoice,GREEN PEAS ,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000001,",RC249000006,SI246000001,4/2/2024,קובץ חשבוניות-34.pdf,1984.44,,,,23353,,0.000,288.34,1696.1,1984.44,3.836,1984.44,Middle Trade ltd.,"Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000026, 80  - Order: 000438-SHF [114699],La Doria, Italy",RC249000012,SI246000026,1/2/2024,חשבונית מס 1819.pdf,28852,Order: 000438-SHF [114699],"10  - Order: 000438-SHF [114699],La Doria, Italy | 20  - Order: 000438-SHF [114699],La Doria, Italy | 30  - Order: 000438-SHF [114699],La Doria, Italy | 40  - Order: 000438-SHF [114699],La Doria, Italy | 50  - Order: 000438-SHF [114699],La Doria, Italy | 60  - Order: 000438-SHF [114699],La Doria, Italy | 70  - Order: 000438-SHF [114699],La Doria, Italy | 80  - Order: 000438-SHF [114699],La Doria, Italy","80  - Order: 000438-SHF [114699],La Doria, Italy",19760,19760,691.6,1321,7771,9092,3.85,,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 11:50 AM",
"SI246000191, - Order: 000234-SHF [114744],Maas Intersales, Netherlands",RC249000047,SI246000191,25/1/2024,קובץ חשבוניות-224.pdf,10194.98,Order: 000234-SHF [114744],"- Order: 000234-SHF [114744],Maas Intersales, Netherlands | - Order: 000234-SHF [114744],Maas Intersales, Netherlands | 20  - Order: 000234-SHF [114744],Maas Intersales, Netherlands | 10  - Order: 000234-SHF [114744],Maas Intersales, Netherlands","- Order: 000234-SHF [114744],Maas Intersales, Netherlands",,,0.000,1481.32,8713.66,10194.98,3.836,10194.98,Shufersal,"Maas Intersales, Netherlands",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"1832, 20  - Order: 000401-CIML [10005551],Poyraz, Turkey10  - Order: 000401-CIML [10005551],Poyraz, Turkey",,1832,18/1/2024,חשבונית מס 1832.pdf,591688,Order: 000401-CIML [10005551],"20  - Order: 000401-CIML [10005551],Poyraz, Turkey | 10  - Order: 000401-CIML [10005551],Poyraz, Turkey","20  - Order: 000401-CIML [10005551],Poyraz, Turkey, 10  - Order: 000401-CIML [10005551],Poyraz, Turkey",,591688,11833.76,,,,4,,H. Cohen Import Marketing & Logistics Ltd,"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 27 Dec, 2024 at 11:11 AM",
"1799, 70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy",,1799,4/12/2023,חשבונית מס 1799.pdf,36142.07,Order: 000326-SHF [114497],"10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy | 100, 110, 130, 120  - Order: 000326-SHF [114497],La Doria, Italy | 70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy | 210, 190, 180, 200  - Order: 000326-SHF [114497],La Doria, Italy | 140, 150, 160, 170  - Order: 000326-SHF [114497],La Doria, Italy | 40, 50, 60  - Order: 000326-SHF [114497],La Doria, Italy","70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy",27986,30996,1084.86,747.72,4398.35,5146.07,4.054302,,Shufersal,"La Doria, Italy",Sent to Client,Commision invoice,רטבי עגבניות,Foodz.ex,"By Success Management on 16 Jan, 2025 at 1:24 PM",
"1800, 10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy",430,1800,4/12/2023,חשבונית מס 1800.pdf,73446.7,Order: 000326-SHF [114497],"10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy | 100, 110, 130, 120  - Order: 000326-SHF [114497],La Doria, Italy | 70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy | 210, 190, 180, 200  - Order: 000326-SHF [114497],La Doria, Italy | 140, 150, 160, 170  - Order: 000326-SHF [114497],La Doria, Italy | 40, 50, 60  - Order: 000326-SHF [114497],La Doria, Italy","10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy",28149,62989.02,2204.6157,1519.49,8938.19,10457.68,4.0543,10457.68,Shufersal,"La Doria, Italy",Paid,Commision invoice,שימורי עגבניות,Foodz.ex,"By Success Management on 16 Jan, 2025 at 1:19 PM",
",",,,,,26647.92,,,,,26647.92,799.4376,,,,3.620094,,Shufersal,"Balconi, Italy",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 7 Jan, 2025 at 10:03 AM",
",",,,,,28116,,,,,28116,843.48,,,,3.620094,,Shufersal,"Ozgur, Turkey",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 8:18 PM",
", 10  - Order: 000328-SHF [114675],Ardo, Belgium",,,,,25724.16,Order: 000328-SHF [114675],"10  - Order: 000328-SHF [114675],Ardo, Belgium","10  - Order: 000328-SHF [114675],Ardo, Belgium",,25724.16,771.7248,,,,4,,Shufersal,"Ardo, Belgium",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 7:56 PM",
", 10, 30, 20  - Order: 000419-SHF [114705],Polenghi, Italy",,,,,21102.35,Order: 000419-SHF [114705],"10, 30, 20  - Order: 000419-SHF [114705],Polenghi, Italy","10, 30, 20  - Order: 000419-SHF [114705],Polenghi, Italy",,21102.35,738.5822499999999,,,,4,,Shufersal,"Polenghi, Italy",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 12:27 PM",
", 20  - Order: 000438-SHF [114699],La Doria, Italy",,,,,19760,Order: 000438-SHF [114699],"10  - Order: 000438-SHF [114699],La Doria, Italy | 20  - Order: 000438-SHF [114699],La Doria, Italy | 30  - Order: 000438-SHF [114699],La Doria, Italy | 40  - Order: 000438-SHF [114699],La Doria, Italy | 50  - Order: 000438-SHF [114699],La Doria, Italy | 60  - Order: 000438-SHF [114699],La Doria, Italy | 70  - Order: 000438-SHF [114699],La Doria, Italy | 80  - Order: 000438-SHF [114699],La Doria, Italy","20  - Order: 000438-SHF [114699],La Doria, Italy",,19760,691.6,,,,4,,Shufersal,"La Doria, Italy",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 11:08 AM",
", 20, 10  - Order: 000400-SHF [114619],Balconi, Italy",,,,,26647.92,Order: 000400-SHF [114619],"20, 10  - Order: 000400-SHF [114619],Balconi, Italy","20, 10  - Order: 000400-SHF [114619],Balconi, Italy",,26647.92,799.4376,,,,4,,Shufersal,"Balconi, Italy",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 8 Jan, 2025 at 10:01 AM",
", 30  - Order: 000438-SHF [114699],La Doria, Italy",,,,,19687.2,Order: 000438-SHF [114699],"10  - Order: 000438-SHF [114699],La Doria, Italy | 20  - Order: 000438-SHF [114699],La Doria, Italy | 30  - Order: 000438-SHF [114699],La Doria, Italy | 40  - Order: 000438-SHF [114699],La Doria, Italy | 50  - Order: 000438-SHF [114699],La Doria, Italy | 60  - Order: 000438-SHF [114699],La Doria, Italy | 70  - Order: 000438-SHF [114699],La Doria, Italy | 80  - Order: 000438-SHF [114699],La Doria, Italy","30  - Order: 000438-SHF [114699],La Doria, Italy",,19687.2,689.052,,,,4,,Shufersal,"La Doria, Italy",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 11:13 AM",
", 30, 20, 10, 40  - Order: 000244-HAL [1010714],GreenYard, Belgium",,,,,36830.19,,,"30, 20, 10, 40  - Order: 000244-HAL [1010714],GreenYard, Belgium",,36830.19,1104.9057,,,,4,,Shufersal,"GreenYard, Belgium",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 10 Jan, 2025 at 7:42 PM",
", 30, 40  - Order: 000327-SHF [114557],La Doria, Italy",,,,,34740,Order: 000327-SHF [114557],"10, 20  - Order: 000327-SHF [114557],La Doria, Italy | 30, 40  - Order: 000327-SHF [114557],La Doria, Italy | 50, 60  - Order: 000327-SHF [114557],La Doria, Italy","30, 40  - Order: 000327-SHF [114557],La Doria, Italy",,34740,1215.9,,,,4,,Shufersal,"La Doria, Italy",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 8 Jan, 2025 at 9:46 AM",
", 40  - Order: 000438-SHF [114699],La Doria, Italy",,,,,19760,Order: 000438-SHF [114699],"10  - Order: 000438-SHF [114699],La Doria, Italy | 20  - Order: 000438-SHF [114699],La Doria, Italy | 30  - Order: 000438-SHF [114699],La Doria, Italy | 40  - Order: 000438-SHF [114699],La Doria, Italy | 50  - Order: 000438-SHF [114699],La Doria, Italy | 60  - Order: 000438-SHF [114699],La Doria, Italy | 70  - Order: 000438-SHF [114699],La Doria, Italy | 80  - Order: 000438-SHF [114699],La Doria, Italy","40  - Order: 000438-SHF [114699],La Doria, Italy",,19760,691.6,,,,4,,Shufersal,"La Doria, Italy",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 11:26 AM",
", 60  - Order: 000438-SHF [114699],La Doria, Italy",,,,,19760,Order: 000438-SHF [114699],"10  - Order: 000438-SHF [114699],La Doria, Italy | 20  - Order: 000438-SHF [114699],La Doria, Italy | 30  - Order: 000438-SHF [114699],La Doria, Italy | 40  - Order: 000438-SHF [114699],La Doria, Italy | 50  - Order: 000438-SHF [114699],La Doria, Italy | 60  - Order: 000438-SHF [114699],La Doria, Italy | 70  - Order: 000438-SHF [114699],La Doria, Italy | 80  - Order: 000438-SHF [114699],La Doria, Italy","60  - Order: 000438-SHF [114699],La Doria, Italy",,19760,691.6,,,,4,,Shufersal,"La Doria, Italy",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 11:51 AM",
", 70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy",,,,,30996,Order: 000326-SHF [114497],"10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy | 100, 110, 130, 120  - Order: 000326-SHF [114497],La Doria, Italy | 70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy | 210, 190, 180, 200  - Order: 000326-SHF [114497],La Doria, Italy | 140, 150, 160, 170  - Order: 000326-SHF [114497],La Doria, Italy | 40, 50, 60  - Order: 000326-SHF [114497],La Doria, Italy","70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy",,30996,1084.86,,,,4,,Shufersal,"La Doria, Italy",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 9:26 AM",
", 100, 110, 130, 120  - Order: 000326-SHF [114497],La Doria, Italy",,,,,30996,Order: 000326-SHF [114497],"10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy | 100, 110, 130, 120  - Order: 000326-SHF [114497],La Doria, Italy | 70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy | 210, 190, 180, 200  - Order: 000326-SHF [114497],La Doria, Italy | 140, 150, 160, 170  - Order: 000326-SHF [114497],La Doria, Italy | 40, 50, 60  - Order: 000326-SHF [114497],La Doria, Italy","100, 110, 130, 120  - Order: 000326-SHF [114497],La Doria, Italy",,30996,1084.86,,,,4,,Shufersal,"La Doria, Italy",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 9:25 AM",
", 210, 190, 180, 200  - Order: 000326-SHF [114497],La Doria, Italy",,,,,30996,,,"210, 190, 180, 200  - Order: 000326-SHF [114497],La Doria, Italy",,30996,1084.86,,,,4,,Shufersal,"La Doria, Italy",New,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 9:28 AM",
"SI246000026, 70  - Order: 000438-SHF [114699],La Doria, Italy",RC249000012,SI246000026,,,22904.12,Order: 000438-SHF [114699],"10  - Order: 000438-SHF [114699],La Doria, Italy | 20  - Order: 000438-SHF [114699],La Doria, Italy | 30  - Order: 000438-SHF [114699],La Doria, Italy | 40  - Order: 000438-SHF [114699],La Doria, Italy | 50  - Order: 000438-SHF [114699],La Doria, Italy | 60  - Order: 000438-SHF [114699],La Doria, Italy | 70  - Order: 000438-SHF [114699],La Doria, Italy | 80  - Order: 000438-SHF [114699],La Doria, Italy","70  - Order: 000438-SHF [114699],La Doria, Italy",28709 ,19760,691.6,456.84,,3144.12,4,3144.12,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 11:45 AM",
"SI246000098,",,SI246000098,,קובץ חשבוניות-131.pdf,2609.46,,,,,,0.000,379.15,2230.31,2609.46,4,2609.46,Shufersal,"La Doria, Italy",New,Commision invoice,,Foodz.ex,"By Operation Manager on 2 Jan, 2025 at 10:09 AM",
